Year,Sem,Division,Instructor,LoginID,Dept,Num,CourseName,Hrs Per Week,Interest in student learning,Clearly explain course requirements,Clear learning objectives & goals,Instructor provides feedback to students to improve,Demonstrate importance of subject matter,Explains subject matter of course,Show respect for all students,Overall teaching rate,Overall course rate
2015,Spring,Heinz College,"PASTOR, LYNNE",lp23,ISM,95716,PRINCIPLS OF FINANCE,7.78,4.39,4.63,4.68,4.26,4.47,4.58,4.5,4.55,4.39
2015,Spring,Heinz College,"PASTOR, LYNNE",lp23,ISM,95716,PRINCIPLS OF FINANCE,7.78,4.39,4.63,4.68,4.26,4.47,4.58,4.5,4.55,4.39
2015,Fall,Heinz College,"PASTOR, LYNNE",lp23,ISM,95719,ACTG & FIN FDNS,9.06,3.97,4.23,4.23,3.57,4.11,4.2,3.51,3.91,3.77
2015,Spring,Heinz College,"PASTOR, LYNNE",lp23,PPP,90830,INTRO FIN MGT HLTHCR,8,3.75,3.9,3.55,3.3,3.65,3.55,3.95,3.55,3.2
2015,Spring,Heinz College,"PATTERSON, MARK",mpatters,ISM,95796,STATS FOR IT MANAGER,13.29,4.52,4.43,4.38,4.43,4.52,4.24,4.81,4.43,4.29
2015,Fall,Heinz College,"PAYTAS, JEROME",jp87,PPP,90743,URBAN REGNL ECON DEV,6.29,3.79,3.79,3.71,3.79,4.31,3.71,4.71,3.86,3.57
2015,Spring,Heinz College,"PIECHOCKI, RENEE",reneepie,CRM,93809,PUBLIC ART,5.67,4,3.78,4,3.89,4.38,3.78,4,3.89,3.67
2015,Fall,Heinz College,"PORTER, GREGORY",gporter,PPP,90820,HEALTH CARE INFO SEC,8.86,3.43,2.71,3.14,3,4,3.43,4.14,3,2.86
2015,Fall,Heinz College,"QIAN, SEAN",zhenq,HC,94802,GEOGRPHC INFO SYSTEM,8.88,4.35,4.53,4.53,4.35,4.53,4.47,4.82,4.35,4.47
2015,Fall,Heinz College,"QIAN, SEAN",zhenq,HC,94845,GROWTH INTELLG TRANS,5.5,4.44,4.41,4.24,4.06,4.71,4.59,4.76,4.47,4.35
2015,Fall,Heinz College,"RAUH, RICHARD",rerauh,CRM,93768,ALLEN & BROOKS FILMS,2,3,4,2,2,2,3,4,3,3
2015,Spring,Heinz College,"RAUH, RICHARD",rerauh,CRM,93770,SCORSES & HIS FILMS,2.75,4.25,3.75,4.25,3.75,4.5,4.25,4.5,4.25,4.25
2015,Spring,Heinz College,"REICHLE, SUSAN",sreichle,PPP,90896,PL TP: INTRNL DVL PL,6.04,5,4.52,4.57,4.22,4.91,4.39,4.96,4.74,4.74
2015,Spring,Heinz College,"RESNICK, ADAM",aresnick,PPP,90722,MNGMNT SCIENCE I,14.12,4.39,3.72,3.44,3.44,4.12,3.17,4.89,3.33,3.5
2015,Spring,Heinz College,"RESNICK, ADAM",aresnick,PPP,90760,MANAGMENT SCIENCE II,10.72,4.53,4.05,3.89,3.58,4.11,3.89,4.89,3.89,4
2015,Fall,Heinz College,"RIEL, JAMES",jriel,ISM,95722,DIGITAL TRANSFORMATN,9.68,4.25,4.13,4.29,4.21,4.21,4.08,4.74,4.25,4.04
2015,Spring,Heinz College,"ROEHRIG, STEPHEN",roehrig,ISM,95706,OBJ ORIENTED A & D,9.95,3.65,3.65,3.8,3.5,3.65,3.75,4,3.7,3.45
2015,Summer,Heinz College,"ROEHRIG, STEPHEN",roehrig,ISM,95712,OBJ ORIENT PRG JAVA,15.2,4.5,4.45,4.53,4.11,4.61,4.58,4.55,4.55,4.51
2015,Spring,Heinz College,"ROEHRIG, STEPHEN",roehrig,ISM,95760,DCSN MKG UNCERTAINTY,11.22,4.21,4.33,4.42,4.12,4.52,4.45,4.45,4.24,4.3
2015,Summer,Heinz College,"ROEHRIG, STEPHEN",roehrig,ISM,95760,DCSN MKG UNCERTAINTY,11.21,4.16,4.21,4.26,3.66,4.21,4.08,4.29,4.16,3.84
2015,Spring,Heinz College,"ROEHRIG, STEPHEN",roehrig,ISM,95869,HADOOP & MAPREDUCE,10.73,3.46,3.15,3,3.31,3.08,2.85,4.15,3.31,3.15
2015,Spring,Heinz College,"ROSENBERG, STACY",stacyr,HC,94702,PROFESSIONAL WRITING,6.35,4.81,4.67,4.67,4.62,4.71,4.57,4.67,4.8,4.67
2015,Spring,Heinz College,"ROSENBERG, STACY",stacyr,PPP,90718,STRTGC PRSNTN SKILLS,8.44,4.78,4.78,4.89,4.83,4.83,4.89,4.83,4.83,4.78
2015,Fall,Heinz College,"ROSS, DAVID",dlross,ISM,95833,GLBL IT MANGMNT SRCG,9,4,4.17,4.13,3.58,4.17,3.92,4.46,3.63,4.08
2015,Fall,Heinz College,"ROUSSEAU, DENISE",rousseau,HC,94814,EVIDENCE-BASED MANGM,7.38,4.76,4.44,4.44,4.48,4.63,4.72,4.88,4.56,4.36
2015,Spring,Heinz College,"ROUSSEAU, DENISE",rousseau,HC,94854,DEV AS A LEADER,7.88,4.83,4.29,4.38,4.38,4.75,4.67,4.88,4.78,4.46
2015,Fall,Heinz College,"ROUSSEAU, DENISE",rousseau,HC,94854,DEV AS A LEADER,6.57,4.78,4.65,4.74,4.74,4.83,4.87,4.83,4.87,4.78
2015,Spring,Heinz College,"ROUSSEAU, DENISE",rousseau,PMP,91807,STRGC HUMN RESC MANG,7.14,4.73,4.47,4.4,4.47,4.67,4.6,4.67,4.67,4.47
2015,Spring,Heinz College,"ROUSSEAU, DENISE",rousseau,PMP,91809,ORGANIZATNL CHANGE,5.5,4.7,4.47,4.7,4.43,4.7,4.73,4.9,4.77,4.7
2015,Summer,Heinz College,"SABO, STACEY",sabo,ISM,95807,OBJCT-ORNTD PROG JAV,13.25,4.36,4.09,4.27,4,4.36,3.82,4.5,4.45,3.92
2015,Spring,Heinz College,"SABO, STACEY",sabo,ISM,95807,OBJCT-ORNTD PROG JAV,12.33,4.33,4.42,4.36,3.75,4.17,4.09,4.75,4.09,3.92
2015,Spring,Heinz College,"SAMAT, SONAM",sonamsam,HC,94806,PRIVACY DIGITAL AGE,10.74,3.96,3.82,3.87,3.83,3.7,3.83,4.17,3.74,3.77
2015,Fall,Heinz College,"SARWAR, SOHEL",ssarwar,ISM,95706,OBJ ORIENTED A & D,8.51,4.39,3.76,3.71,3.63,4.06,3.92,4.43,3.84,3.61
2015,Fall,Heinz College,"SCHMID, STEPHEN",sschmid,HC,94700,ORGNZTNL DSGN & IMPL,7.16,3.7,3.92,3.83,3.64,3.88,4,4.5,3.75,3.57
2015,Summer,Heinz College,"SCHMID, STEPHEN",sschmid,HC,94862,ORG PROCESS IMPROVE,7,4.6,4.4,4.2,4.4,4.4,4.4,4.6,4.4,4.4
2015,Fall,Heinz College,"SEVERNINI, EDSON",edsons,PPP,90747,COST BENEFIT ANLYSIS,10.31,3.63,3.31,3.19,2.94,3.88,3.5,4.25,3.38,3.25
2015,Fall,Heinz College,"SHANTZ, JOHN",jsd2,ISM,95797,DATA WAREHOUSING,7.59,4.12,4.21,4.12,4,4.21,4.12,4.53,4.18,4.12
2015,Spring,Heinz College,"SHANTZ, JOHN",jsd2,ISM,95797,DATA WAREHOUSING,8.59,4.09,4.14,4.23,4.14,4.29,4.17,4.63,4.17,4.14
2015,Fall,Heinz College,"SHELMIRE, AARON",ashelmir,ISM,95769,NETWRK SEC ANALYSIS,13.06,4.35,3.76,3.88,3.76,4.47,4.41,4.18,4,4.06
2015,Spring,Heinz College,"SHIMEALL, TIMOTHY",ts,ISM,95768,DEFENSIVE HACKING,6.44,4.07,4.18,4.04,3.46,4.18,3.79,4.43,3.86,3.61
2015,Summer,Heinz College,"SHIMEALL, TIMOTHY",ts,ISM,95768,DEFENSIVE HACKING,8.71,2.82,2.82,3.05,2.18,3.27,3.05,3.55,2.59,2.5
2015,Fall,Heinz College,"SHIMEALL, TIMOTHY",ts,ISM,95855,NTWRK SITNL AWRNESS,7.4,4.4,4,4,3.6,4.4,4.2,4.6,4.2,4.2
2015,Spring,Heinz College,"SIMMER, JARED",jsimmer,HC,94800,NEGOTIATION,6.26,4.39,4.34,4.52,4.07,4.73,4.43,4.5,4.45,4.5
2015,Fall,Heinz College,"SIMMER, JARED",jsimmer,HC,94800,NEGOTIATION,6.29,3.86,3.62,3.9,3.33,4.29,3.71,3.62,3.57,3.55
2015,Summer,Heinz College,"SIMMER, JARED",jsimmer,HC,94800,NEGOTIATION,9.29,4.71,4.57,4.71,4.5,4.85,4.64,4.71,4.64,4.79
2015,Fall,Heinz College,"SMALLEY, RYAN",rsmalley,ISM,95775,IT BUSINESS LDRSHP,5.76,4.79,4.65,4.68,4.56,4.68,4.68,4.76,4.71,4.61
2015,Spring,Heinz College,"SMALLEY, RYAN",rsmalley,ISM,95812,INTR ITIL FRAMEWORK,6.43,4.72,4.76,4.84,4.68,4.76,4.84,4.8,4.72,4.6
2015,Fall,Heinz College,"SMITH, JEREMY",smithj,ISM,95703,DATABASE MANAGEMENT,10.75,3.71,3.94,4,3.47,3.71,3.75,4.12,3.88,3.76
2015,Spring,Heinz College,"SMITH, JEREMY",smithj,ISM,95703,DATABASE MANAGEMENT,12.63,3.89,3.89,4,3.47,3.89,3.72,4.37,3.89,3.68
2015,Summer,Heinz College,"SMITH, JEREMY",smithj,ISM,95781,ADVD DATABASE TOPICS,9.13,4.63,4.63,4.63,4.63,4.5,4.63,4.75,4.57,4.38
2015,Fall,Heinz College,"SMITH, KATHLEEN",ks54,PMP,91801,DATA ANLYSIS MANAGER,7.2,4.44,4.72,4.64,4.12,4.36,4.56,4.72,4.4,4.28
2015,Fall,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90724,FINANCIAL ANALYSIS,9.13,4.5,4.56,4.5,4.31,4.31,4.63,4.69,4.38,4.44
2015,Spring,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90724,FINANCIAL ANALYSIS,8.65,4.02,4.17,4.16,3.46,3.99,3.96,4.34,3.83,3.61
2015,Fall,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90737,BUDGET MGT CTRL SYS,8.6,4.6,4.7,4.5,4.4,4.5,4.4,4.6,4.4,4.5
2015,Summer,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90744,ACCTG CTR NON PROFIT,5.6,5,4.8,4.75,4.8,5,5,5,5,5
2015,Spring,Heinz College,"SMITH, KATHLEEN",ks54,PPP,90744,ACCTG CTR NON PROFIT,5,5,4.75,4.5,5,5,5,5,5,5
2015,Fall,Heinz College,"SMITH, MICHAEL",mds,ISM,95722,DIGITAL TRANSFORMATN,9.2,4.84,4.69,4.7,4.63,4.72,4.78,4.84,4.85,4.69
2015,Spring,Heinz College,"SMITH, MICHAEL",mds,ISM,95732,MKTG & DIGITAL STRAT,7.59,4.88,4.76,4.76,4.57,4.69,4.74,4.83,4.83,4.74
2015,Fall,Heinz College,"SPERA, CHRISTOPHER",cspera,PPP,90823,PROGRAM EVALUATION,9.15,4.23,4.15,4.15,3.54,4.54,4.31,4.62,4.08,3.92
2015,Spring,Heinz College,"STEWMAN, SHELBY",ss62,PPP,90792,APPLIED DEMOGRAPHY,8,4,1,2,4,4,2,5,3,3
2015,Fall,Heinz College,"STEWMAN, SHELBY",ss62,PPP,90796,HUMAN RES POL & MODL,5,4,2.5,3.5,3,4,3,5,3,3.5
2015,Fall,Heinz College,"STEWMAN, SHELBY",ss62,PPP,90810,POPULATION & POLICY,8,5,5,5,5,5,5,5,5,5
2015,Spring,Heinz College,"STEWMAN, SHELBY",ss62,PPP,90912,DEMOGRAPHY,7.25,3.25,3.5,3,3,3.25,3.25,4.25,3,3
2015,Fall,Heinz College,"STINE, DEBORAH",dstine,PPP,90851,SCI TECH INNV POLICY,7,3.33,2.67,3,3,4,3.33,4.33,2.67,2.67
2015,Spring,Heinz College,"STINE, DEBORAH",dstine,PPP,90869,NEW TECH COMM PUBPOL,9.5,4.5,4,3.5,4,3.5,3,4.5,4,3.5
2015,Fall,Heinz College,"STRAUSS, ROBERT",rs9f,PPP,90736,PUBLIC FINANCE,5,5,5,5,5,5,5,5,5,5
2015,Fall,Heinz College,"STRAUSS, ROBERT",rs9f,PPP,90762,MACROECONOMICS,5,4,4,4,3,5,4,4,3,3
2015,Spring,Heinz College,"STRAUSS, ROBERT",rs9f,PPP,90774,PUBLIC EXPEND ANALY,9.63,4,4.13,4,2.75,4,2.88,3.43,3.25,3.88
2015,Spring,Heinz College,"STRAUSS, ROBERT",rs9f,PPP,90817,RGNL FINANCE ED PLCY,9.5,4,3,3.25,2.25,4,3,3.5,3.25,3.25
2015,Fall,Heinz College,"SUTKUS, JANEL",jsutkus,HC,94828,SURVEY DESIGN,7.5,3.5,3.61,3.89,3.22,3.83,3.67,3.44,3.18,3.22
2015,Spring,Heinz College,"SUTKUS, JANEL",jsutkus,HC,94830,ANALYSIS SURVEY DATA,9.59,3.89,4.05,4.11,3.63,4.21,4.21,3.68,4.05,3.89
2015,Fall,Heinz College,"SWENSEN, ANDREW",aswensen,CRM,93835,AESTHETIC CRITL JDGM,12,5,5,5,5,4.75,4.75,5,5,4.75
2015,Fall,Heinz College,"SYNNOTT, LAURA",synnott,HC,94813,PROJECT MANAGEMENT,8.43,4.45,4.49,4.62,4.21,4.53,4.49,4.7,4.47,4.21
2015,Spring,Heinz College,"SYNNOTT, LAURA",synnott,HC,94813,PROJECT MANAGEMENT,8.02,4.24,4.27,4.43,4.1,4.55,4.33,4.31,4.22,4.31
2015,Spring,Heinz College,"SYNNOTT, LAURA",synnott,PPP,90721,HEALTHCARE MNGEMNT,9.07,4.5,4.25,4.21,3.82,4.46,4.36,4.61,4.43,4.32
2015,Summer,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95703,DATABASE MANAGEMENT,12.37,4.56,4.63,4.63,4.29,4.29,4.56,4.62,4.55,4.32
2015,Spring,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95703,DATABASE MANAGEMENT,13.27,4.6,4.69,4.69,4.45,4.53,4.71,4.58,4.58,4.61
2015,Fall,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95703,DATABASE MANAGEMENT,12.72,4.58,4.73,4.73,4.48,4.63,4.73,4.73,4.68,4.63
2015,Spring,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95796,STATS FOR IT MANAGER,11.45,4.5,4.63,4.63,4.54,4.52,4.77,4.57,4.63,4.63
2015,Summer,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95796,STATS FOR IT MANAGER,12.43,4.39,4.33,4.25,4.29,4.15,4.35,4.69,4.32,4.18
2015,Fall,Heinz College,"SZCZYPULA, JANUSZ",js1m,ISM,95813,INTERMED DATABSE MGT,12.77,4.79,4.93,4.93,4.93,4.93,4.93,4.64,4.86,4.79
2015,Spring,Heinz College,"SZCZYPULA, JANUSZ",js1m,PPP,90711,EMP MTHD PUB POL MGT,11.75,3.75,4.19,3.88,3.69,3.69,3.69,3.75,3.75,3.75
2015,Spring,Heinz College,"TAMBUCCI, SARAH",sarahtam,CRM,93804,ARTS EDUCATION,6,5,4.56,4.89,4.78,4.88,4.89,4.88,5,4.89
2015,Spring,Heinz College,"TARR, JOEL",jt03,PPP,90765,CITIES TECH ENVIRNMT,5.82,4.27,3.64,3.91,3.55,4.55,4.18,4.82,4.18,4
2015,Summer,Heinz College,"TAYLOR, DON",dt1w,ISM,95868,EXPG VISUALZG DATA,12.67,4.71,4.76,4.76,4.41,4.53,4.44,4.71,4.5,4.59
2015,Fall,Heinz College,"TAYLOR, LOWELL",lt20,PPP,90710,APPL ECON ANALYSIS,9.86,4.73,4.71,4.73,4.3,4.85,4.79,4.84,4.85,4.82
2015,Fall,Heinz College,"TAYLOR, LOWELL",lt20,PPP,90795,LABOR ECONOMIC POLCY,8.69,4.62,4.54,4.54,4.23,4.62,4.85,4.77,4.85,4.69
2015,Spring,Heinz College,"TELANG, RAHUL",rtelang,ISM,95757,INFO SEC POL & MGT,8.43,4.86,4.29,4,4.29,4.43,4.43,5,4.43,4.43
2015,Fall,Heinz College,"TELANG, RAHUL",rtelang,ISM,95866,ADV BUSINESS ANALYTC,8.86,4,4,4.25,4,4.13,3.88,4.5,3.88,4.13
2015,Spring,Heinz College,"TELANG, RAHUL",rtelang,ISM,95866,ADV BUSINESS ANALYTC,8.19,3.97,3.63,3.72,3.72,3.97,3.91,4.44,3.72,3.91
2015,Spring,Heinz College,"TELANG, RAHUL",rtelang,PPP,90902,PHD SEMINAR II,4.4,4.4,4.2,4.4,4.4,4.4,4.4,4.2,4.4,4.2
2015,Summer,Heinz College,"THAPAR, RAKESH",rakesh,ISM,95808,IT PROJECT MANAGEMNT,13.11,4.33,3.78,3.89,3.78,4.44,4,4.67,4.33,3.67
2015,Spring,Heinz College,"THAPAR, RAKESH",rakesh,ISM,95808,IT PROJECT MANAGEMNT,9.18,4.45,4.45,4.36,4.55,4.82,4.73,4.91,4.55,4.36
2015,Fall,Heinz College,"THAPAR, RAKESH",rakesh,ISM,95808,IT PROJECT MANAGEMNT,10.6,4.07,4.27,4.13,3.86,4.4,4.13,4.53,4.21,4.13
2015,Spring,Heinz College,"TOMPROU, MARIA",mtomprou,HC,94837,PERFMNC MANGEMENT,6.43,4.74,3.83,4,4.09,4.35,4.17,4.57,3.96,3.91
2015,Spring,Heinz College,"TOMPROU, MARIA",mtomprou,HC,94846,COACH TRN & EMP DEV,6.38,4.62,3.54,4.23,4,4.31,4.15,4.54,4.15,3.92
2015,Spring,Heinz College,"TROUT, K",craigt,PPP,90831,ADV FIN MGT HLTH CRE,8.76,4.29,4.2,4.19,4,4.53,4.19,4.5,4.31,4.13
2015,Spring,Heinz College,"TRZECIAK, RANDY",randallt,ISM,95736,ADV REL DATABASE MGT,11.23,4.33,4.38,4.5,4.38,4.33,4.54,4.58,4.5,4.22
2015,Fall,Heinz College,"TRZECIAK, RANDY",randallt,ISM,95736,ADV REL DATABASE MGT,12.19,4.53,4.82,4.82,4.59,4.76,4.71,4.76,4.59,4.47
2015,Fall,Heinz College,"TRZECIAK, RANDY",randallt,ISM,95737,NOSQL DATABASE MGT,8.57,4.14,4.21,4.14,3.79,4.28,4,4.52,3.93,4.07
2015,Spring,Heinz College,"TRZECIAK, RANDY",randallt,ISM,95737,NOSQL DATABASE MGT,9.07,4.66,4.69,4.63,4.56,4.63,4.68,4.66,4.56,4.56
2015,Fall,Heinz College,"TRZECIAK, RANDY",randallt,ISM,95752,INTRO INFO SEC MGT,9.84,4.44,4.44,4.68,4,4.6,4.24,4.72,4.08,4.04
2015,Spring,Heinz College,"UNDERWOOD, COLIN",colinund,ISM,95900,INTERNSHIP,18.67,2.5,3.5,2.5,2.5,2.5,2.5,3.5,2.5,4.5
2015,Spring,Heinz College,"UNDERWOOD, COLIN",colinund,PPP,90900,INTERNSHIP,25,4.2,4.2,4,3.8,4.2,4.4,4.4,4.4,4.4
2015,Spring,Heinz College,"VAN NOSTRAND, ELIZABETH",ebjerke,PPP,90833,POPULATION HEALTH,6.42,4.3,3.4,3.55,3.3,3.89,3.53,4.16,3.8,3.35
2015,Fall,Heinz College,"VAN NOSTRAND, ELIZABETH",ebjerke,PPP,90861,HEALTH POLICY,8.18,4.5,3.67,3.94,3.78,4.5,4.33,4.78,4.11,4.06
2015,Spring,Heinz College,"VISWANATHAN, MURLIKRISHNA",murlik,ISM,95712,OBJ ORIENT PRG JAVA,16,4.4,4.4,4.6,4.4,4.4,4.2,5,4,4.2
2015,Fall,Heinz College,"VISWANATHAN, MURLIKRISHNA",murlik,ISM,95712,OBJ ORIENT PRG JAVA,15.3,4.31,4.29,4.3,3.93,4.33,4.14,4.77,4.1,4.1
2015,Spring,Heinz College,"VISWANATHAN, MURLIKRISHNA",murlik,ISM,95791,DATA MINING,11.1,4.13,3.88,3.83,3.83,3.88,3.96,4.5,3.88,3.63
2015,Fall,Heinz College,"VISWANATHAN, MURLIKRISHNA",murlik,ISM,95871,MOBL APPLC DEVLPMNT,13.2,3.5,4.1,4,3.7,3.7,3.3,4.8,3.4,3.6
2015,Spring,Heinz College,"WALTER, BETH",bwalter,HC,94702,PROFESSIONAL WRITING,7.96,4.38,4.08,4.31,4.6,4.4,4.19,4.52,4.04,3.88
2015,Fall,Heinz College,"WALTER, BETH",bwalter,ISM,95805,BUSINESS COMMUNCTN,8.29,5,4.86,4.86,4.79,4.93,4.86,4.93,5,4.93
2015,Summer,Heinz College,"WALTER, BETH",bwalter,PMP,91718,STRA PRESNTATN SKLLS,9.31,4.27,3.56,3.81,4,3.69,3.38,3.94,3.5,3.31
2015,Fall,Heinz College,"WALTER, BETH",bwalter,PPP,90718,STRTGC PRSNTN SKILLS,8.47,4.51,4.32,4.48,4.52,4.46,4.44,4.68,4.33,4.25
2015,Spring,Heinz College,"WALTER, BETH",bwalter,PPP,90718,STRTGC PRSNTN SKILLS,6.71,4.33,4.18,3.91,4.14,4.05,4.05,4.36,3.9,3.59
2015,Fall,Heinz College,"WASSER, ANDREW",wasser1,ISM,95837,GLOBAL IT SOURCING,8,4.78,4.56,4.89,5,4.89,4.67,5,4.89,5
2015,Spring,Heinz College,"WESSEL, MARK",mw4f,PMP,91803,ECO PRINC PLCY ANLYS,9.26,4.46,4.46,4.39,3.96,4.29,4.25,4.68,4.29,3.93
2015,Spring,Heinz College,"WESSEL, MARK",mw4f,PPP,90827,ECONOMICS DEVELPMENT,6.69,4.63,4.31,4.44,4.5,4.5,4.44,4.75,4.56,4.56
2015,Spring,Heinz College,"WHITMER, GEORGE",gw2c,PPP,90733,URBAN DEVELOPMENT,5,4.27,3.73,3.73,3.73,4.27,3.9,4.73,3.9,3.82
2015,Fall,Heinz College,"WRIGHT, ANDREW",wrighta,ISM,95729,E-COMMERCE TECHNLGS,12.55,4.55,4.45,4.64,4.45,4.36,4.18,4.55,4.27,4.36
2015,Fall,Heinz College,"YANALITIS, MARK",markmy,ISM,95831,ENTERPRISE ARCHTCTRS,7.25,4.5,4.25,4.38,4.13,4.5,4.38,4.75,4.38,4.25
2015,Spring,Heinz College,"YANALITIS, MARK",markmy,ISM,95831,ENTERPRISE ARCHTCTRS,9.63,3.94,3.5,3.84,3.75,4.16,4.19,4.25,3.94,3.75
2015,Fall,Heinz College,"YOUNES, WIAM",wiamyoun,ISM,95743,INF SEC COMP & TRAIN,7.18,4.36,4,4.09,4.18,4.27,4,4.55,4.18,4
2015,Fall,Heinz College,"YUCEL, SAKIR",syucel,ISM,95705,TELECOMMNCTNS MNGMNT,13.42,4.83,4.83,4.75,4.75,4.83,4.83,4.83,4.83,4.83
2015,Summer,Heinz College,"YUCEL, SAKIR",syucel,ISM,95705,TELECOMMNCTNS MNGMNT,14.95,4.79,4.74,4.68,4.63,4.74,4.74,4.84,4.68,4.63
2015,Fall,Heinz College,"YUCEL, SAKIR",syucel,ISM,95713,INTERMEDIATE JAVA II,10.92,4.46,4.54,4.46,4.15,4.23,4.62,4.85,4.46,4.31
2015,Spring,Heinz College,"ZAK, TIMOTHY",tjzak,HC,94810,INT SUP CHN MNG & SY,11.38,4.46,4.54,4.54,3.85,4.46,4.46,4.69,4.46,4.38
2015,Fall,Heinz College,"ZAK, TIMOTHY",tjzak,HC,94810,INT SUP CHN MNG & SY,9.07,4.32,4.14,4.18,3.82,4.43,4.14,4.61,4.21,4.25
2015,Spring,Heinz College,"ZAK, TIMOTHY",tjzak,HC,94811,STRATEGY DEVELOPMENT,7.38,4.33,4.08,4.21,3.88,4.42,4.46,4.63,4.42,4.38
2015,Summer,Heinz College,"ZAK, TIMOTHY",tjzak,HC,94811,STRATEGY DEVELOPMENT,10.57,3.93,3.93,3.93,2.71,3.86,4.14,4.29,3.93,3.57
2015,Fall,Heinz College,"ZAK, TIMOTHY",tjzak,HC,94811,STRATEGY DEVELOPMENT,7.68,4.55,4.55,4.68,3.7,4.65,4.7,4.9,4.6,4.65
2015,Fall,Heinz College,"ZAK, TIMOTHY",tjzak,PPP,90811,FNDTN SOC INN & ENTP,8.86,4.29,4.21,4.29,3.63,4.42,4.42,4.54,4.13,4.13
2015,Spring,Heinz College,"ZAK, TIMOTHY",tjzak,PPP,90845,SOC INNOVATN INCUBTR,8,4.3,4.2,4.4,3.9,4.4,4.4,4.4,4.4,4.3
2015,Spring,Heinz College,"ZAMZOW, BENJAMIN",bzamzow,ISM,95710,ECONOMIC ANALYSIS,6.5,4.3,4.12,4.09,3.73,4,3.85,4.64,4.03,3.97
2015,Spring,Heinz College,"ZAN, LUCA",lzan,CRM,93836,INTL PERSP ART MGMT,8,4.75,4.5,4.5,4.5,4.75,4.5,4.75,4.5,4.5
2015,Spring,Heinz College,"ZHANG, YI",yiz2,HC,94834,APPL ECONOMETRICS I,10.52,4.38,3.76,3.86,3.9,4.15,3.95,4.57,4.05,4
2015,Fall,Heinz College,"ZHANG, YI",yiz2,ISM,95866,ADV BUSINESS ANALYTC,13.67,4.33,4.17,4.33,4.33,4.17,4.17,4.83,4.5,4.5
2014,Fall,Heinz College,"ACQUISTI, ALESSANDRO",acquisti,HC,94806,PRIVACY DIGITAL AGE,10.76,4.85,4.48,4.5,4.18,4.71,4.59,4.88,4.74,4.5
2014,Fall,Heinz College,"ACQUISTI, ALESSANDRO",acquisti,ISM,95710,ECONOMIC ANALYSIS,10.99,4.78,4.71,4.73,4.61,4.71,4.75,4.83,4.71,4.68
2014,Fall,Heinz College,"ACQUISTI, ALESSANDRO",acquisti,ISM,95901,INDEPENDENT STUDY,10,5,5,5,5,5,5,5,5,5
2014,Fall,Heinz College,"AMMIRATI, SEAN",ammirati,HC,94840,LEAN ENTRPRNSHP,6.91,4.73,4.73,4.68,4.14,4.73,4.68,4.77,4.59,4.55
2014,Fall,Heinz College,"AMMIRATI, SEAN",ammirati,HC,94850,SCIENCE OF GROWTH,6,4.68,4.59,4.5,4.36,4.5,4.64,4.77,4.64,4.5
2014,Spring,Heinz College,"ARONSON, JAY",aronson,HC,94848,MOBILE PH & SOC MED,5.9,4.3,3.9,3.7,3.7,3.89,3.8,4.3,4.1,3.8
2014,Fall,Heinz College,"BABCOCK, LINDA",lb2k,HC,94800,NEGOTIATION,7.15,4.59,4.51,4.58,4.22,4.71,4.73,4.77,4.66,4.55
2014,Fall,Heinz College,"BABCOCK, LINDA",lb2k,HC,94817,NEGOTIATION:INTL FOC,6.8,4.4,3.8,4,3.8,4.6,4.2,4.2,4.2,4.2
2014,Fall,Heinz College,"BARR, EDWARD",eb3q,HC,94702,PROFESSIONAL WRITING,7.84,4.54,4.45,4.68,4.46,4.62,4.6,4.59,4.56,4.4
2014,Fall,Heinz College,"BARR, EDWARD",eb3q,ISM,95805,BUSINESS COMMUNCTN,8,4.9,4.3,4.5,5,4.8,4.7,5,4.9,4.5
2014,Fall,Heinz College,"BARTOLACCI, ROBERT",rb1i,PMP,91855,FINANCIAL MANAGEMENT,7.57,3.86,3.86,3.71,3.57,3.86,4.14,4.71,3.71,3.57
2014,Fall,Heinz College,"BLUMSTEIN, ALFRED",ab0q,PPP,90901,PHD SEMINAR I,7.5,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83,4.83
2014,Fall,Heinz College,"BLUMSTEIN, ALFRED",ab0q,PPP,90918,PHD SEMINAR III,8.86,4.63,4.63,4.63,4.75,4.63,4.5,5,4.75,4.5
2014,Fall,Heinz College,"BODYCOAT, MARILYN",mbodycoa,HC,94718,STRATG PRESENTN SKLS,8.46,4.78,4.56,4.7,4.85,4.63,4.67,4.81,4.7,4.67
2014,Fall,Heinz College,"BOLONGAITA, EMIL",emilb,PPP,90847,CORRUPTION DEV & DEM,10.64,4.45,4.09,4.09,4.45,4.82,4.45,4.91,4.45,4
2014,Fall,Heinz College,"BORZUTZKY, SILVIA",sb6n,PPP,90704,POV INEQ & SOC POL,8.72,4.89,4.83,4.89,4.94,4.94,4.94,5,4.89,4.89
